normalized_string,normalized_translation_value, ,translation_memory_uuid,string_id,source_language,destination_language,webpage_id,request_url,website_id,date_inserted
Order Information,Renseignements de la commande,2,40e8b0fa-e368-11e2-bd1c-123138171cec,600,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Adjust Cart,Réglez le panier,2,40e8b0fa-e368-11e2-bd1c-123138171cec,601,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Shipping:,Expédition :,1,40e8b0fa-e368-11e2-bd1c-123138171cec,602,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Tax:,Impôt :,1,40e8b0fa-e368-11e2-bd1c-123138171cec,603,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Order Total:,Total de la commande :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,604,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
place order,Passer une commande,2,40e8b0fa-e368-11e2-bd1c-123138171cec,605,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Information Updated&#13;,Renseignements actualisés&#13;,2,40e8b0fa-e368-11e2-bd1c-123138171cec,607,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=12070&CFTOKEN=557bc24ffe06d944-2BC66DB4-EDB5-C2EC-EA9815419FD876AE&jsessionid=9630725ad4b1055d1e4e4727217e6d294552,Purolator French,Tue Jul  2 02:05:40 2013
"<x id=""1""/>Ship to:","<x id=""1""/>Expédiez à :",4,40e8b0fa-e368-11e2-bd1c-123138171cec,608,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=12070&CFTOKEN=557bc24ffe06d944-2BC66DB4-EDB5-C2EC-EA9815419FD876AE&jsessionid=9630725ad4b1055d1e4e4727217e6d294552,Purolator French,Tue Jul  2 02:06:17 2013
"<x id=""1""/>Bill to:","<x id=""1""/>Facturez :",4,40e8b0fa-e368-11e2-bd1c-123138171cec,609,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=12070&CFTOKEN=557bc24ffe06d944-2BC66DB4-EDB5-C2EC-EA9815419FD876AE&jsessionid=9630725ad4b1055d1e4e4727217e6d294552,Purolator French,Tue Jul  2 02:06:17 2013
&#13; &#13; &#13; Please do not hit the back button while order is being processed...&#13;,&#13; &#13; &#13; Veuillez ne pas appuyer sur le bouton Précédent pendant le traitement de la commande...&#13;,12,40e8b0fa-e368-11e2-bd1c-123138171cec,610,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.PlaceOrder.Do&urlOrderID=2C059347-C985-271D-FBD729C1BDD43D5B&CFID=12070&CFTOKEN=557bc24ffe06d944-2BC66DB4-EDB5-C2EC-EA9815419FD876AE&jsessionid=9630725ad4b1055d1e4e4727217e6d294552,Purolator French,Tue Jul  2 02:10:13 2013
Unisync Group Order Confirmation,Confirmation de la commande de Unisync Group,4,40e8b0fa-e368-11e2-bd1c-123138171cec,611,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
"Order Number: <v id=""1"">266</v>","Numéro de commande : <v id=""1"">266</v>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,612,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
PRINT THIS PAGE,IMPRIMEZ CETTE PAGE,3,40e8b0fa-e368-11e2-bd1c-123138171cec,613,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
The following order has been placed,La commande suivante a été passée,6,40e8b0fa-e368-11e2-bd1c-123138171cec,614,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
"<g id=""1"">The following order has been placed</g> :","<g id=""1"">La commande suivante a été passée</g> :",9,40e8b0fa-e368-11e2-bd1c-123138171cec,615,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
Bill To:,Facturez :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,616,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
"test , Northwest Territories <v id=""1"">60062</v>","test , Territoires du Nord-Ouest <v id=""1"">60062</v>",6,40e8b0fa-e368-11e2-bd1c-123138171cec,617,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
Payment Info:,Renseignements de paiement :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,618,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
Ship To:,Expédiez à :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,619,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
"Guelph, Ontario","Guelph, Ontario",2,40e8b0fa-e368-11e2-bd1c-123138171cec,620,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:14 2013
"N1K <v id=""1"">1</v> B2,Canada","N1K <v id=""1"">1</v> B2, Canada",7,40e8b0fa-e368-11e2-bd1c-123138171cec,621,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:15 2013
Price,Prix,1,40e8b0fa-e368-11e2-bd1c-123138171cec,96,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:15 2013
RETURNS POLICY,POLITIQUE DES RETOURS,2,40e8b0fa-e368-11e2-bd1c-123138171cec,245,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:15 2013
"If for any reason you are not completely satisfied with your purchase, simply return the item to us within <v id=""1"">30</v> days of receipt in its original condition. If the item has been worn or washed or has been customized in any of the following ways: with emblems, altered; silkscreen or embroidery please call us to advise us of the return and the reason for the return. Depending on the nature of the return a small service charge may be applied to your return.","Toutefois, si pour une raison quelconque vous n'êtes pas entièrement satisfait de votre achat; retournez-nous simplement l'article dans un délai de <v id=""1"">30</v> jours à partir de la date de réception de l'article dans sa condition originale. Si l'article a été porté ou lavé ou bien personnalisé dans une des façons suivantes : écusson de marque, altéré, sérigraphié ou brodé; veuillez nous appeler pour nous avertir du retour et la raison pour le retour. Selon la nature du retour, des frais de service minimes peuvent être appliqués à votre retour.",85,40e8b0fa-e368-11e2-bd1c-123138171cec,246,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:15 2013
"If the packing slip is no longer available, call us to discuss your return&#13; so that we can be ready to receive the items properly. Please return the item(s)&#13; via a traceable or insured method to prevent the package from being lost in&#13; the mail. We are not responsible for returned items that are lost in transit.","Si le bordereau d'emballage n'est plus disponible, appelez-nous pour discuter votre retour&#13; pour qu'on puisse se préparer à recevoir les articles proprement. Veuillez retourner l'/les article(s)&#13; via une méthode de traçabillité ou assurée pour empêcher de perdre le paquet dans &#13; le courrier postal. Nous n'acceptons aucune responsabilité d'articles retournés qui se perdent pendant l'expédition.",58,40e8b0fa-e368-11e2-bd1c-123138171cec,247,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:10:15 2013
"<g id=""1"">Payment Info:</g><x id=""2""/>","<g id=""1"">Renseignements de paiment :</g><x id=""2""/>",7,40e8b0fa-e368-11e2-bd1c-123138171cec,622,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:15:19 2013
"<g id=""1"">Order Total:</g>","<g id=""1"">Total de la commande :</g>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,623,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Order.Processed,Purolator French,Tue Jul  2 02:15:19 2013
